open,high,low,close,volume,thscode,time,thsname_cn,thsname_en,currency
56.85,56.96,55.88,56.0,186241,200596.SZ,2026-07-24,古井贡酒,NA,CNY
56.0,56.96,55.7,56.55,188160,200596.SZ,2026-07-27,古井贡酒,NA,CNY
56.25,58.65,56.25,58.64,362240,200596.SZ,2026-07-28,古井贡酒,NA,CNY
58.59,60.75,58.48,60.61,370000,200596.SZ,2026-07-29,古井贡酒,NA,CNY
60.6,63.0,60.0,61.55,354333,200596.SZ,2026-07-30,古井贡酒,NA,CNY
59.99,63.6,59.42,63.39,212313,200596.SZ,2026-07-31,古井贡酒,NA,CNY
