address1,address2,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,nonDilutedMarketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,shortName,longName,marketState,corporateActions,regularMarketTime,regularMarketChangePercent,regularMarketPrice,averageAnalystRating,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,trailingPegRatio
Tencent Binhai Towers,No. 33 Haitian 2nd Road Nanshan District,Shenzhen,518054,China,86 755 8601 3388,https://www.tencent.com,Internet Content & Information,internet-content-information,Internet Content & Information,Communication Services,communication-services,Communication Services,"Tencent Holdings Limited, an investment holding company, provides value-added services, marketing services, fintech, and business services in Mainland China and internationally. The company's consumers business includes communications and social services, such as instant messaging and social networks; digital content, including online games, videos, live streaming, news, music, and literature; fintech services, which include mobile payment, wealth management, consumer loans, and securities trading; and various tools comprising network security management, browsing, navigation, application management, email, etc. Its enterprise business comprises marketing solutions, which offer digital tools, including user insight, creative management, placement strategy, and digital assets management; and cloud services, such as cloud computing, big data analytics, artificial intelligence, Internet of Things, and security and other technologies for financial services, education, healthcare, retail, industry, transport, energy, and radio and television industries. The company also invests in, produces, and distributes films and television programs; offers copyrights licensing and merchandise sales and other services; provides internet advertisement services; and offers software development, and information technology and system integration services, as well as develops and operates mobile games. The company was formerly known as Tencent (BVI) Limited and changed its name to Tencent Holdings Limited in February 2004. Tencent Holdings Limited was founded in 1998 and is headquartered in Shenzhen, the People's Republic of China.",114848,"[{'maxAge': 1, 'name': 'Mr. Huateng  Ma', 'age': 53, 'title': 'Co-Founder, Chairman & CEO', 'yearBorn': 1972, 'fiscalYear': 2025, 'totalPay': 56346726, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Chi Ping  Lau', 'age': 52, 'title': 'President', 'yearBorn': 1973, 'fiscalYear': 2025, 'totalPay': 19264178, 'exercisedValue': 0, 'unexercisedValue': 1109400320}, {'maxAge': 1, 'name': 'Mr. Liqing  Zeng', 'age': 55, 'title': 'Co-Founder & Advisor Emeritus', 'yearBorn': 1970, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Chenye  Xu', 'age': 54, 'title': 'Co-Founder & Chief Information Officer', 'yearBorn': 1971, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Zhidong  Zhang', 'age': 53, 'title': 'Co-Founder & Advisor Emeritus', 'yearBorn': 1972, 'fiscalYear': 2025, 'totalPay': 18734253, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Yidan  Chen', 'age': 54, 'title': 'Co-Founder & Advisor Emeritus', 'yearBorn': 1971, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Weibiao  Zhan', 'age': 52, 'title': 'Managing Director', 'yearBorn': 1973, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Shek Hon  Lo CPA', 'age': 56, 'title': 'CFO & Senior VP', 'yearBorn': 1969, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Yuxin  Ren', 'age': 49, 'title': 'COO and President of Platform & Content Group & Interactive Entertainment Group', 'yearBorn': 1976, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Shan  Lu', 'age': 50, 'title': 'Senior EVP and President of Technology & Engineering Group', 'yearBorn': 1975, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}]",2,7,10,5,10,1782864000,1767139200,[],86400,3,471.8,470.0,462.0,479.8,471.8,470.0,462.0,479.8,5.3,1.12,1778803200,0.1712,0.7,0.733,16.977493,12.557217,31101240,31101240,33772238,29610758,29610758,475.0,475.0,0,0,4277574041600,4246968597585,411.0,683.0,714.89966,0.622253,5.5682936,449.488,534.521,4.763,0.010095379,HKD,False,4322252554240,0.30606002,6225904920,9001629075,0.31726998,0.25667,9001629075,144.69121,3.2842355,1767139200,1798675200,1774915200,0.215,235114004480,27.98,37.84278,1.38,5:1,1400112000,5.626,15.308,-0.1117757,0.20065856,5.3,1778803200,EQUITY,475.2,887.1928,426.85016,692.5763,699.36523,1.32609,strong_buy,42,459714985984,50.893,282353991680,405511012352,1.141,1.425,768201981952,33.468,84.727,0.079169996,0.20515,433642012672,130086625280,327513997312,0.229,0.091,0.56449,0.36755002,0.34295,CNY,0700.HK,en-US,US,Equity,Delayed Quote,False,LOW,TENCENT,Tencent Holdings Limited,CLOSED,[],1785485319,0.72064954,475.2,1.3 - Strong Buy,False,False,1087349400000,3.4000244,462.0 - 479.8,HKSE,33772238,64.20001,0.1562044,411.0 - 683.0,-207.79999,-0.30424595,-11.177569,1786522200,1786522200,1786522200,1786522200,1786522200,False,27.99,37.84278,29.73032,15.983683,25.712006,0.057202872,-59.320984,-0.110979706,15,15,HKG,finmb_11042136,Asia/Hong_Kong,HKT,28800000,hk_market,False,1.4001
