open,high,low,close,volume,thscode,time,thsname_cn,thsname_en,currency
25.69,25.87,25.06,25.06,9989600.0,600085.SH,20260724,同仁堂,NA,CNY
25.01,25.6,24.97,25.43,8430100.0,600085.SH,20260727,同仁堂,NA,CNY
25.4,25.78,25.24,25.49,6818500.0,600085.SH,20260728,同仁堂,NA,CNY
25.48,26.18,25.45,25.88,11449400.0,600085.SH,20260729,同仁堂,NA,CNY
25.89,26.62,25.8,26.28,12644300.0,600085.SH,20260730,同仁堂,NA,CNY
25.96,26.37,25.81,26.32,10236600.0,600085.SH,20260731,同仁堂,NA,CNY
