open,high,low,close,volume,thscode,time,thsname_cn,thsname_en,currency
25.0,25.3,24.67,24.7,10444300.0,000999.SZ,20260724,华润三九,NA,CNY
24.58,25.12,24.53,24.99,10584600.0,000999.SZ,20260727,华润三九,NA,CNY
24.89,25.18,24.69,24.99,8609900.0,000999.SZ,20260728,华润三九,NA,CNY
24.9,25.58,24.9,25.47,13880900.0,000999.SZ,20260729,华润三九,NA,CNY
25.3,26.0,25.3,25.92,20187600.0,000999.SZ,20260730,华润三九,NA,CNY
25.6,26.36,25.53,25.81,20719500.0,000999.SZ,20260731,华润三九,NA,CNY
