open,high,low,close,volume,thscode,time,thsname_cn,thsname_en,currency
37.8,37.88,36.61,36.61,3373500.0,600329.SH,20260724,达仁堂,NA,CNY
36.6,37.25,36.47,36.98,3243100.0,600329.SH,20260727,达仁堂,NA,CNY
37.0,37.18,36.1,36.43,3610100.0,600329.SH,20260728,达仁堂,NA,CNY
36.58,38.24,36.4,38.1,6350600.0,600329.SH,20260729,达仁堂,NA,CNY
38.0,38.92,37.7,38.3,4169400.0,600329.SH,20260730,达仁堂,NA,CNY
37.9,38.43,37.86,38.29,3263400.0,600329.SH,20260731,达仁堂,NA,CNY
