ths_stock_short_name_stock,ths_reg_capital_stock,ths_controlling_holder_stock,ths_controlling_holder_held_ratio_stock,ths_actual_controller_stock,ths_actual_controller_held_ratio_stock,ths_actual_controller_type_stock,ths_company_saclle_type_stock,ths_operating_scope_stock,ths_mo_product_name_stock,ths_main_businuess_stock,ths_opponent_company_stock,ths_comparing_company_stock,ths_corp_website_stock,ths_ygzs_new_stock,ths_total_shares_stock,ths_holder_name_stock,ths_holder_held_num_stock,thscode,time
海天味业,5851824944.0,广东海天集团股份有限公司,55.4800,"庞康,程雪,管江华,陈军阳,文志州,廖长辉","35.9142,11.9007,1.0494,0.8328,0.7489,0.3553",个人,大型企业,　　生产经营调味品、豆制品、食品、饮料、包装材料；农副产品的加工；其他电信服务：货物、技术进出口（国家禁止或涉及行政审批的货物和技术进出口除外）：信息咨询服务；食品互联网销售；批发兼零售预包装食品。（依法须经批准的项目，经相关部门批准后方可开展经营活动。）,酱油、蚝油、调味酱、食醋、料酒、复合调味料,调味品的生产和销售,,,www.haday.com,,5851824944.0,广东海天集团股份有限公司,3239509183.0,603288.SH,
