open,high,low,close,volume,thscode,time,thsname_cn,thsname_en,currency
84.58,85.66,83.0,83.01,9752300.0,000568.SZ,20260724,泸州老窖,NA,CNY
83.56,84.65,82.91,83.73,8174100.0,000568.SZ,20260727,泸州老窖,NA,CNY
84.02,87.05,83.63,87.0,16608700.0,000568.SZ,20260728,泸州老窖,NA,CNY
87.0,89.5,86.55,88.23,17843500.0,000568.SZ,20260729,泸州老窖,NA,CNY
88.23,92.21,87.95,90.54,19763000.0,000568.SZ,20260730,泸州老窖,NA,CNY
87.88,91.15,87.51,90.93,15134600.0,000568.SZ,20260731,泸州老窖,NA,CNY
