open,high,low,close,volume,thscode,time,thsname_cn,thsname_en,currency
53.63,53.98,52.77,52.82,3832000.0,600600.SH,20260724,青岛啤酒,NA,CNY
53.19,53.73,52.78,53.08,4833500.0,600600.SH,20260727,青岛啤酒,NA,CNY
52.98,54.44,52.8,54.44,9182500.0,600600.SH,20260728,青岛啤酒,NA,CNY
54.43,56.15,54.2,55.56,11044800.0,600600.SH,20260729,青岛啤酒,NA,CNY
55.72,57.75,55.47,57.45,14620100.0,600600.SH,20260730,青岛啤酒,NA,CNY
56.35,57.2,55.85,56.0,14316000.0,600600.SH,20260731,青岛啤酒,NA,CNY
