open,high,low,close,volume,thscode,time,thsname_cn,thsname_en,currency
27.48,27.48,26.88,27.04,57118600.0,600887.SH,20260724,伊利股份,NA,CNY
26.94,26.94,26.0,26.06,107391300.0,600887.SH,20260727,伊利股份,NA,CNY
26.22,26.67,26.02,26.58,69084700.0,600887.SH,20260728,伊利股份,NA,CNY
27.37,27.48,26.72,27.31,100316900.0,600887.SH,20260729,伊利股份,NA,CNY
27.19,27.7,27.11,27.69,97885600.0,600887.SH,20260730,伊利股份,NA,CNY
27.13,27.42,26.93,27.1,79087400.0,600887.SH,20260731,伊利股份,NA,CNY
