Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,thscode,thsname_cn,thsname_en,currency
2026-07-26T23:00:00.000Z,0.8635129929,0.8636010289,0.8634579778,0.8635129929,0,0.0,0.0,HKDCNY=X,NA,NA,CNY
2026-07-27T23:00:00.000Z,0.8627709746,0.8629140258,0.8627129793,0.8627570271,0,0.0,0.0,HKDCNY=X,NA,NA,CNY
2026-07-28T23:00:00.000Z,0.8635249734,0.863542974,0.8632349968,0.8635380268,0,0.0,0.0,HKDCNY=X,NA,NA,CNY
2026-07-29T23:00:00.000Z,0.8627669811,0.8627830148,0.8624780178,0.8627740145,0,0.0,0.0,HKDCNY=X,NA,NA,CNY
2026-07-30T23:00:00.000Z,0.8612719774,0.8615739942,0.8611750007,0.8612719774,0,0.0,0.0,HKDCNY=X,NA,NA,CNY
2026-07-31T23:00:00.000Z,0.8603000045,0.8614000082,0.8598999977,0.8603000045,0,0.0,0.0,HKDCNY=X,NA,NA,CNY
