ths_stock_short_name_stock,ths_reg_capital_stock,ths_controlling_holder_stock,ths_controlling_holder_held_ratio_stock,ths_actual_controller_stock,ths_actual_controller_held_ratio_stock,ths_actual_controller_type_stock,ths_company_saclle_type_stock,ths_operating_scope_stock,ths_mo_product_name_stock,ths_main_businuess_stock,ths_opponent_company_stock,ths_comparing_company_stock,ths_corp_website_stock,ths_ygzs_new_stock,ths_total_shares_stock,ths_holder_name_stock,ths_holder_held_num_stock,thscode,time
青岛啤酒,1364195121.0,青岛啤酒集团有限公司,32.5100,青岛市人民政府国有资产监督管理委员会,32.5100,地方国资委,大型企业,　　生产碳酸饮料(汽水);生产啤酒(熟啤酒、生啤酒、鲜啤酒、特种啤酒)(全国工业产品生产许可证，全国工业产品生产许可证1有效期限以许可证为准)。(依法须经批准的项目，经相关部门批准后方可开展经营活动)。,啤酒,生产及销售啤酒,,,www.tsingtao.com.cn,,1364195121.0,香港中央结算(代理人)有限公司,614165236.0,600600.SH,
