open,high,low,close,volume,thscode,time,thsname_cn,thsname_en,currency
51.69,52.21,50.87,51.0,7637600.0,000538.SZ,20260724,云南白药,NA,CNY
50.96,51.53,50.66,51.12,8902000.0,000538.SZ,20260727,云南白药,NA,CNY
51.16,51.6,50.95,51.43,6658300.0,000538.SZ,20260728,云南白药,NA,CNY
51.43,52.23,51.28,51.89,10413400.0,000538.SZ,20260729,云南白药,NA,CNY
51.89,52.8,51.88,52.75,14517100.0,000538.SZ,20260730,云南白药,NA,CNY
52.13,52.86,51.9,52.86,11147500.0,000538.SZ,20260731,云南白药,NA,CNY
