ths_cash_received_of_sales_service_stock,ths_deposit_and_interbank_net_add_stock,ths_borrowing_net_add_central_bank_stock,ths_lending_net_add_other_org_stock,ths_cash_received_from_orig_ic_stock,ths_net_cash_received_from_rein_stock,ths_naaassured_saving_and_invest_stock,ths_naa_of_disposal_fnncl_assets_stock,ths_cash_received_of_interest_etc_stock,ths_borrowing_net_increase_amt_stock,ths_net_add_in_repur_capital_stock,ths_refund_of_tax_and_levies_stock,ths_cash_received_of_other_oa_stock,ths_oa_cash_inflow_diff_sri_stock,ths_oa_cash_inflow_diff_tbi_stock,ths_sub_total_of_ci_from_oa_stock,ths_goods_buy_and_service_cash_pay_stock,ths_loan_and_advancenet_add_stock,ths_naa_of_cb_and_interbank_stock,ths_cash_of_orig_ic_indemnity_stock,ths_cash_paid_for_interests_etc_stock,ths_cash_paid_for_pd_stock,ths_lending_funds_net_increase_stock,ths_lend_to_other_finins_net_incre_stock,ths_cash_paid_to_staff_etc_stock,ths_payments_of_all_taxes_stock,ths_other_cash_paid_related_to_oa_stock,ths_oa_cash_outflow_diff_sri_stock,ths_oa_cash_outflow_diff_tbi_stock,ths_sub_total_of_cos_from_oa_stock,ths_ncf_diff_of_oa_sri_stock,ths_ncf_diff_of_oa_tbi_stock,ths_ncf_from_oa_stock,ths_cash_received_of_dspsl_invest_stock,ths_invest_income_cash_received_stock,ths_net_cash_of_disposal_assets_stock,ths_net_cash_of_disposal_branch_stock,ths_cash_received_of_other_fa_stock,ths_ia_cash_inflow_diff_sri_stock,ths_ia_cash_inflow_diff_tbi_stock,ths_sub_total_of_ci_from_ia_stock,ths_cash_paid_for_assets_stock,ths_invest_paid_cash_stock,ths_net_add_in_pledge_loans_stock,ths_net_cash_amt_from_branch_stock,ths_other_cash_paid_related_to_ia_stock,ths_ia_cash_outflow_diff_sri_stock,ths_ia_cash_outflow_diff_tbi_stock,ths_sub_total_of_cos_from_ia_stock,ths_ncf_diff_from_ia_sri_stock,ths_ncf_diff_from_ia_tbi_stock,ths_ncf_from_ia_stock,ths_cash_received_of_absorb_invest_stock,ths_cr_from_minority_holders_stock,ths_cash_received_of_borrowing_stock,ths_cash_received_from_bond_issue_stock,ths_cash_received_of_othr_fa_stock,ths_fa_cash_in_flow_diff_sri_stock,ths_fa_cash_in_flow_diff_tbi_stock,ths_sub_total_of_ci_from_fa_stock,ths_cash_pay_for_debt_stock,ths_cash_paid_of_distribution_stock,ths_dap_paid_to_minority_holder_stock,ths_othrcash_paid_relating_to_fa_stock,ths_fa_cash_out_flow_diff_sri_stock,ths_fa_cash_out_flow_diff_tbi_stock,ths_sub_total_of_cos_from_fa_stock,ths_ncf_diff_from_fa_sri_stock,ths_ncf_diff_from_fa_tbi_stock,ths_ncf_from_fa_stock,ths_effect_of_exchange_chg_on_cce_stock,ths_cce_net_add_amt_diff_sri_dm_stock,ths_cce_net_add_amt_diff_tbi_dm_stock,ths_net_increase_in_cce_stock,ths_initial_cce_balance_stock,ths_final_balance_of_cce_stock,ths_np_cfs_stock,ths_asset_impairment_reserve_stock,ths_credit_impairment_loss2_stock,ths_depreciation_etc_stock,ths_intangible_assets_amortized_stock,ths_depreciation_ire_stock,ths_rou_depreciation_stock,ths_lt_deferred_expenses_amrtzt_stock,ths_deferred_expense_reduce_stock,ths_increase_in_accrued_expenses_stock,ths_loss_of_disposal_assets_stock,ths_fixed_assets_scrap_loss_stock,ths_loss_from_fv_chg_stock,ths_finance_cost_cfs_stock,ths_invest_loss_stock,ths_dt_assets_decrease_stock,ths_dt_liab_increase_stock,ths_inventory_decrease_stock,ths_operating_items_decrease_stock,ths_increase_of_operating_item_stock,ths_si_other_stock,ths_ncf_diff_from_oa_im_sri_stock,ths_ncf_diff_from_oa_im_tbi_stock,ths_ncf_from_oa_im_stock,ths_debt_tranfer_to_capital_stock,ths_cb_due_within1y_stock,ths_finance_lease_fixed_assets_stock,ths_ending_balance_of_cash_stock,ths_initial_balance_of_cash_stock,ths_si_final_balance_of_cce_stock,ths_initial_balance_of_cce_stock,ths_cce_net_add_diff_im_sri_stock,ths_cce_net_add_diff_im_tbi_stock,ths_net_increase_in_cce_im_stock,thscode,time
94980138631.64,-437417306.8,,,,,,,3667633965.97,,,,1234081863.41,,,99444437154.22,5521948744.75,13000000.0,-4503181198.43,,175423942.78,,200000000.0,,7669863126.24,39841352755.42,5315417150.9,,,54233824521.66,,0.0,45210612632.56,,,38080.0,,7321070.4,,,7359150.4,3148864661.38,,,,24180232.27,,,3173044893.65,,0.0,-3165685743.25,833000000.0,833000000.0,,,,,,833000000.0,,20117402829.22,1853543015.02,,,,20117402829.22,,0.0,-19284402829.22,27240.01,,,22760551300.1,98243288299.54,121003839599.64,43970000792.51,5313489.8,,1149884850.35,83262106.36,,,10331490.16,,,32123.57,478391.99,14018472.46,,,-50890686.63,-3504618.12,-1777969964.11,3424860902.28,-1615204718.06,,0.0,,45210612632.56,,,,121003839599.64,98243288299.54,,,,,22760551300.1,600519.SH,
