ths_stock_short_name_stock,ths_reg_capital_stock,ths_controlling_holder_stock,ths_controlling_holder_held_ratio_stock,ths_actual_controller_stock,ths_actual_controller_held_ratio_stock,ths_actual_controller_type_stock,ths_company_saclle_type_stock,ths_operating_scope_stock,ths_mo_product_name_stock,ths_main_businuess_stock,ths_opponent_company_stock,ths_comparing_company_stock,ths_corp_website_stock,ths_ygzs_new_stock,ths_total_shares_stock,ths_holder_name_stock,ths_holder_held_num_stock,thscode,time
伊利股份,6325360667.0,,,,,,大型企业,　　乳制品生产；婴幼儿配方食品生产；婴幼儿配方乳粉销售；食品经营；食品生产；饮料生产；特殊医学用途配方食品生产；特殊医学用途配方食品销售；牲畜饲养；家禽饲养；生鲜乳道路运输；餐饮服务；饲料生产；食品用纸包装、容器制品生产；动物饲养；国内货物运输代理；包装材料及制品销售；五金产品批发；化工产品生产（不含许可类化工产品）；化工产品销售（不含许可类化工产品）；农副产品销售；日用百货销售；食品进出口；货物进出口；通用设备修理；机械设备销售；玩具制造；玩具销售；畜禽收购；牲畜销售；互联网销售（除销售需要许可的商品）；工程管理服务；工程技术服务（规划管理、勘察、设计、监理除外）；劳务服务（不含劳务派遣）（依法须经批准的项目，经相关部门批准后方可开展经营活动）。,液态奶、乳饮料、奶粉、酸奶、冷冻饮品、奶酪、乳脂、包装饮用水,农畜产品的生产与加工。,,,www.yili.com,,6325360667.0,呼和浩特投资有限责任公司,538535826.0,600887.SH,
