Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,thscode,thsname_cn,thsname_en,currency
2026-07-26T16:00:00.000Z,438.799987793,446.3999938965,435.3999938965,443.0,14454552,0.0,0.0,0700.HK,NA,NA,HKD
2026-07-27T16:00:00.000Z,447.799987793,452.0,441.6000061035,447.200012207,18143997,0.0,0.0,0700.HK,NA,NA,HKD
2026-07-28T16:00:00.000Z,453.0,469.3999938965,450.0,466.3999938965,36203193,0.0,0.0,0700.HK,NA,NA,HKD
2026-07-29T16:00:00.000Z,466.3999938965,475.0,462.799987793,471.799987793,31791979,0.0,0.0,0700.HK,NA,NA,HKD
2026-07-30T16:00:00.000Z,470.0,479.799987793,462.0,475.200012207,31100240,0.0,0.0,0700.HK,NA,NA,HKD
