ths_currency_fund_stock,ths_settle_reserves_stock,ths_lending_fund_stock,ths_tradable_fnncl_assets_stock,ths_derivative_fnncl_assets_stock,ths_bill_receivable_stock,ths_account_receivable_stock,ths_bill_and_account_receivable_stock,ths_receivable_financing_stock,ths_prepays_stock,ths_premium_receivable_stock,ths_rein_account_receivable_stock,ths_rein_contract_reserve_stock,ths_interest_receivable_stock,ths_dividend_receivable_stock,ths_other_receivables_stock,ths_other_receivables_sum_stock,ths_buy_resale_fnncl_assets_stock,ths_inventory_stock,ths_inventory_data_assets_stock,ths_contract_asset_stock,ths_divided_into_asset_for_sale_stock,ths_noncurrent_asset_due_within1y_stock,ths_other_cunrren_assets_stock,ths_flow_assets_diff_sri_stock,ths_flow_assets_diff_tbi_stock,ths_total_current_assets_stock,ths_loans_and_payments_stock,ths_saleable_finacial_assets_stock,ths_held_to_maturity_invest_stock,ths_debt_right_invest_stock,ths_other_debt_right_invest_stock,ths_lt_receivable_stock,ths_lt_equity_invest_stock,ths_other_ei_invest_stock,ths_other_uncurrent_fa_stock,ths_invest_property_stock,ths_fixed_asset_stock,ths_fixed_assets_disposal_stock,ths_fixed_asset_sum_stock,ths_construction_in_process_stock,ths_project_goods_and_material_stock,ths_construction_in_process_sum_stock,ths_productive_biological_assets_stock,ths_oil_and_gas_asset_stock,ths_right_of_use_assets_stock,ths_intangible_assets_stock,ths_intangible_asset_data_assets_stock,ths_dev_expenditure_stock,ths_dev_expenditure_data_assets_stock,ths_goodwill_stock,ths_lt_deferred_expense_stock,ths_dt_assets_stock,ths_othr_noncurrent_assets_stock,ths_noncurrent_assets_diff_sri_stock,ths_noncurrent_assets_diff_tbi_stock,ths_total_noncurrent_assets_stock,ths_asset_diff_sri_stock,ths_asset_diff_tbi_stock,ths_total_assets_stock,ths_st_borrow_stock,ths_loan_from_central_bank_stock,ths_saving_and_interbank_deposit_stock,ths_borrowing_funds_stock,ths_tradable_fnncl_liab_stock,ths_derivative_fnncl_liab_stock,ths_bill_payable_stock,ths_accounts_payable_stock,ths_bill_and_account_payable_stock,ths_advance_payment_stock,ths_contract_liab_stock,ths_fnncl_assets_sold_for_repur_stock,ths_charge_and_commi_payable_stock,ths_payroll_payable_stock,ths_tax_payable_stock,ths_interest_payable_stock,ths_dividend_payable_stock,ths_other_payables_stock,ths_other_payables_sum_stock,ths_rein_payable_stock,ths_insurance_contract_reserve_stock,ths_acting_td_sec_stock,ths_act_underwriting_sec_stock,ths_divided_into_liab_for_sale_stock,ths_noncurrent_liab_due_in1y_stock,ths_differed_income_current_liab_stock,ths_st_bond_payable_new_stock,ths_other_current_liab_stock,ths_flow_debt_diff_sri_stock,ths_flow_debt_diff_tbi_stock,ths_total_current_liab_stock,ths_lt_loan_stock,ths_bond_payable_stock,ths_perpetual_capital_sec_stock,ths_preferred_stock,ths_lease_libilities_stock,ths_lt_payable_stock,ths_special_payable_stock,ths_lt_payable_sum_stock,ths_lt_staff_salary_payable_stock,ths_estimated_liab_stock,ths_dt_liab_stock,ths_differed_incomencl_stock,ths_othr_noncurrent_liab_stock,ths_noncurrent_liab_diff_sri_stock,ths_noncurrent_liab_diff_sbi_stock,ths_total_noncurrent_liab_stock,ths_liab_diff_sri_stock,ths_liab_diff_tbi_stock,ths_total_liab_stock,ths_actual_received_capital_stock,ths_capital_reserve_stock,ths_treasury_stock_stock,ths_bs_other_compre_income_stock,ths_other_equity_instruments_stock,ths_preferred_shares_stock,ths_perpetual_capital_sec_shares_stock,ths_appropriative_reserve_stock,ths_earned_surplus_stock,ths_general_risk_provision_stock,ths_undstrbtd_profit_stock,ths_frgn_currency_convert_diff_stock,unconfirmed_invest_loss_bs,ths_total_equity_atoopc_diff_spe_stock,ths_total_equity_atoopc_diff_sri_stock,ths_total_equity_atoopc_stock,ths_minority_equity_stock,ths_holder_equity_diff_sri_stock,ths_equity_right_diff_tbi_stock,ths_total_owner_equity_stock,ths_liab_and_equity_diff_sri_stock,ths_liab_and_equity_diff_tbi_stock,ths_total_liab_and_owner_equity_stock,thscode,time
36091090060.9,,118199586541.06,,,1532728979.67,,1532728979.67,,898436259.15,,,,,,34488582.19,34488582.19,,28869087678.06,,,,,26736855.91,,,185652154956.94,2953036834.8,,,20143397.78,,,,,9830052.91,,16225082847.29,,16225082847.29,2447444843.03,,2447444843.03,,,,4817170981.91,,,,,147721526.43,1123225086.37,,,,27743655570.52,,,213395810527.46,,,14241859949.77,,,,,1342267668.12,1342267668.12,,13321549147.69,,,2981125503.86,8919821015.58,,,3257245259.42,3257245259.42,,,,,,,,,1609801368.51,,,45673669912.95,,,,,,,,0.0,,,1457513.23,,,,,1457513.23,,,45675127426.18,1256197800.0,1374964415.72,,-5331367.75,,,,,20174922608.93,927577822.67,137594403807.99,,,,,161322735087.56,6397948013.72,,,167720683101.28,0.0,0.0,213395810527.46,600519.SH,
