stock_short_name,en_short_name,stock_code,ipo_date,listed_mkt,value_ps,security_type,listed_status,corp_cn_name,corp_short_name,established_date,reg_capital,legal_representative,province,reg_nation,staff_num,operating_scope,corp_profile,corp_website,executives_current,bod_members_current,mo_product_name,actual_controller,chairman,ceo,thscode,time
腾讯控股,TENCENT,00700,20040616,港交所,2e-05 港元,港股,正常上市,腾讯控股有限公司,腾讯控股,19991123,,,广东省,开曼群岛,115849,,腾讯控股有限公司是一家主要提供增值服务（VAS）、网络广告服务以及金融科技及企业服务的投资控股公司。该公司主要通过四个分部开展业务。增值服务分部主要从事提供网络游戏、视频号直播服务和视频付费会员服务等社交网络服务。网络广告分部主要从事媒体广告、社交及其他广告业务。金融科技及企业服务主要提供商业支付、金融科技及云服务。其他分部主要从事投资、为第三方制作与发行电影及电视节目、内容授权，商品销售及其他活动。,www.tencent.com,,,公司乃一间投资控股公司。集团主要提供增值服务、营销服务以及金融科技及企业服务。,,马化腾,刘炽平,0700.HK,
