Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,thscode,thsname_cn,thsname_en,currency
2026-07-26T16:00:00.000Z,2.75,2.8399999142,2.75,2.8099999428,234900,0.0,0.0,T14.SI,NA,NA,USD
2026-07-27T16:00:00.000Z,2.8099999428,2.8399999142,2.7799999714,2.7999999523,163600,0.0,0.0,T14.SI,NA,NA,USD
2026-07-28T16:00:00.000Z,2.7999999523,2.8299999237,2.7799999714,2.7999999523,163300,0.0,0.0,T14.SI,NA,NA,USD
2026-07-29T16:00:00.000Z,2.8099999428,2.8099999428,2.7699999809,2.7899999619,191700,0.0,0.0,T14.SI,NA,NA,USD
2026-07-30T16:00:00.000Z,2.8099999428,2.8399999142,2.7799999714,2.7899999619,255800,0.0,0.0,T14.SI,NA,NA,USD
