address1,address2,city,zip,country,phone,fax,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,nonDilutedMarketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,corporateActions,regularMarketTime,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestampStart,earningsTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,prevName,nameChangeDate,cryptoTradeable,shortName,longName,hasPrePostMarketData,firstTradeDateMilliseconds,marketState,trailingPegRatio
"No. 17, Baidi Road",Nankai District,Tianjin,300193,China,86 22 2702 0892,86 22 2702 0599,https://www.jydrt.com.cn,Drug Manufacturers - Specialty & Generic,drug-manufacturers-specialty-generic,Drug Manufacturers - Specialty & Generic,Healthcare,healthcare,Healthcare,"Tianjin Pharmaceutical Da Ren Tang Group Corporation Limited engages in the research, development, processing, manufacturing, and sale of traditional Chinese medicine in China. It provides pharmaceutical products for cardiovascular and cerebrovascular, skin wound repair, health preservation, respiratory, digestion, rheumatism and osteodynia, urological, gynecological and pediatric, ophthalmological, tumor, chronic, and other diseases, as well as tonic drugs. The company was formerly known as Tianjin Zhong Xin Pharmaceutical Group Corporation Limited and changed its name to Tianjin Pharmaceutical Da Ren Tang Group Corporation Limited in May 2022. The company was founded in 1915 and is based in Tianjin, the People's Republic of China.",3890,"[{'maxAge': 1, 'name': 'Ms. Lei  Wang', 'age': 54, 'title': 'Chairman of the Board', 'yearBorn': 1971, 'fiscalYear': 2025, 'totalPay': 349731, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Jian  Ma', 'age': 47, 'title': 'Chief Financial Officer', 'yearBorn': 1978, 'fiscalYear': 2025, 'totalPay': 163260, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Hong  Zhou', 'age': 55, 'title': 'Deputy GM, Chief Engineer & Executive Director', 'yearBorn': 1970, 'fiscalYear': 2025, 'totalPay': 208201, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Min  Guo', 'age': 54, 'title': 'Executive Director', 'yearBorn': 1971, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Yu  Zhang', 'age': 52, 'title': 'Chief Manufacturing Officer', 'yearBorn': 1973, 'fiscalYear': 2025, 'totalPay': 186782, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Mingjie  Shang', 'age': 56, 'title': 'Employee Director', 'yearBorn': 1969, 'fiscalYear': 2025, 'totalPay': 173356, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Yan  Jiao', 'age': 48, 'title': 'Secretary to the Board of Directors', 'yearBorn': 1977, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Tang  Chao', 'title': 'Accounting Supervisor', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Hong  Chen', 'age': 54, 'title': 'Executive Vice President', 'yearBorn': 1971, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}]",1767139200,[],86400,4,2.79,2.81,2.78,2.84,2.79,2.81,2.78,2.84,0.7,24.99,1782691200,1.3169999,8.1,0.592,6.642857,10.730769,255800,255800,210771,202370,202370,2.77,2.79,0,0,3599295232,3782487016,2.48,3.75,3.75,0.0775,0.72315085,2.9504,3.15065,4.79,1.7168459,USD,False,438316064,0.43811,426532161,200000000,0.088,0.00145,1290070011,1.4421377,1.934628,1767139200,1798675200,1774915200,0.132,2180576768,0.42,0.26,2:1,1277856000,0.088,0.388,0.04494381,0.20065856,0.444834,1782691200,EQUITY,2.79,none,1767801856,2.296,1129046272,57843480,1.264,2.162,4977240064,0.769,6.455,0.05923,0.27465,3707521024,524139136,527709536,0.122,0.041,0.74489,0.22684,0.32970002,CNY,T14.SI,en-US,US,Equity,Delayed Quote,False,LOW,SES,finmb_5554742,Asia/Singapore,SGT,28800000,sg_market,False,0.0,2.79,[],1785488881,0.0,2.78 - 2.84,SES,210771,0.30999994,0.12499998,2.48 - 3.75,-0.96000004,-0.256,4.494381,1743166192,1743166192,False,0.42,0.26,-0.16040015,-0.05436556,-0.36065006,-0.11446846,20,10,Tianjin Zhong Xin Pharmaceutical Group Corporation Limited,2026-08-01,False,TJ DaRenTang USD,Tianjin Pharmaceutical Da Ren Tang Group Corporation Limited,False,946861200000,CLOSED,
