ths_stock_short_name_stock,ths_reg_capital_stock,ths_controlling_holder_stock,ths_controlling_holder_held_ratio_stock,ths_actual_controller_stock,ths_actual_controller_held_ratio_stock,ths_actual_controller_type_stock,ths_company_saclle_type_stock,ths_operating_scope_stock,ths_mo_product_name_stock,ths_main_businuess_stock,ths_opponent_company_stock,ths_comparing_company_stock,ths_corp_website_stock,ths_ygzs_new_stock,ths_total_shares_stock,ths_holder_name_stock,ths_holder_held_num_stock,thscode,time
东阿阿胶,639826824.0,华润东阿阿胶有限公司,23.5000,国务院国有资产监督管理委员会,11.2964,国资委,大型企业,　　许可证批准范围内的药品生产、销售，许可证批准范围内的保健食品生产、销售，许可证批准范围内的食品生产、销售，预包装食品批发、零售，许可范围内畜牧养殖、收购、销售；进出口业务；化工产品（不含易燃易爆危险品）销售；以自有资金对外投资；中药材种植、收购。,阿胶、复方阿胶浆、桃花姬、阿胶速溶粉、皇家围场1619、壮本、燕真卿、遇元气、参山见,从事阿胶及阿胶系列产品的研发、生产和销售业务,,,www.dongeejiao.com,,639826824.0,华润东阿阿胶有限公司,151351731.0,000423.SZ,
