ths_stock_short_name_stock,ths_reg_capital_stock,ths_controlling_holder_stock,ths_controlling_holder_held_ratio_stock,ths_actual_controller_stock,ths_actual_controller_held_ratio_stock,ths_actual_controller_type_stock,ths_company_saclle_type_stock,ths_operating_scope_stock,ths_mo_product_name_stock,ths_main_businuess_stock,ths_opponent_company_stock,ths_comparing_company_stock,ths_corp_website_stock,ths_ygzs_new_stock,ths_total_shares_stock,ths_holder_name_stock,ths_holder_held_num_stock,thscode,time
五粮液,3881608005.0,宜宾发展控股集团有限公司,55.0800,宜宾市政府国有资产监督管理委员会,49.5720,地方国资委,大型企业,　　主营：酒类产品及相关辅助产品（瓶盖、商标、标识及包装制品）的生产经营；兼营：饮料、药品、水果种植、农业种植、进出口业务、物业管理、投资管理(不得从事非法集资、吸收公众资金等金融活动)。(依法须经批准的项目，经相关部门批准后方可开展经营活动)。,五粮液酒,“五粮液”及其系列白酒的生产和销售,,,www.wuliangye.com.cn,,3881608005.0,宜宾发展控股集团有限公司,1336548020.0,000858.SZ,
