open,high,low,close,volume,thscode,time,thsname_cn,thsname_en,currency
91.0,91.5,87.3,87.52,7088100.0,000596.SZ,20260724,古井贡酒,NA,CNY
87.05,88.78,86.5,87.75,5397100.0,000596.SZ,20260727,古井贡酒,NA,CNY
88.55,91.52,87.1,90.45,9297600.0,000596.SZ,20260728,古井贡酒,NA,CNY
90.3,92.68,89.1,90.91,9540900.0,000596.SZ,20260729,古井贡酒,NA,CNY
90.88,98.94,90.15,92.59,11934600.0,000596.SZ,20260730,古井贡酒,NA,CNY
88.4,95.21,88.4,94.95,8186100.0,000596.SZ,20260731,古井贡酒,NA,CNY
