open,high,low,close,volume,thscode,time,thsname_cn,thsname_en,currency
25.15,25.35,24.91,24.93,10637300.0,000895.SZ,20260724,双汇发展,NA,CNY
24.88,25.3,24.85,25.06,12206200.0,000895.SZ,20260727,双汇发展,NA,CNY
25.05,25.78,24.98,25.7,13417900.0,000895.SZ,20260728,双汇发展,NA,CNY
25.66,26.17,25.65,26.07,14384100.0,000895.SZ,20260729,双汇发展,NA,CNY
26.06,26.87,26.0,26.85,16669000.0,000895.SZ,20260730,双汇发展,NA,CNY
26.25,26.4,25.73,25.99,19370600.0,000895.SZ,20260731,双汇发展,NA,CNY
